Order Date,Week Number,Order ID,Category,Item Type,Seller Name,Brand,Item Title,Bar Code,Quantity sold,Margin,Price,Cost
28-Jul-13,31,3288102,Bags & Shoes,Shoes,cocosstore,COCOS,3351,2724269438678,1,20,50,40
30-Jul-13,31,3306068,Bags & Shoes,Shoes,cocosstore,COCOS,3353,2724271349252,1,20,50,40
05-Jul-13,27,3156053,Bags & Shoes,Handbags,cocosstore,COCOS,8908,2724272504018,1,20,100,80
21-Jul-13,30,3246265,Watches & Accessories,Watches,FlagmanPeak,AK Anne Klein,"""Anne Klein Women's 10/9956CMHN Swarovski Crystal Accented Gold-Tone Horn Resin Watch """,2724275075270,1,20,352,281.6
29-Jul-13,31,3295210,Watches & Accessories,Watches,FlagmanPeak,AK Anne Klein,"""Anne Klein Women's 104899BKSB Silver-Tone Black Dial Dress Watch """,2724275168361,1,20,202,161.6
05-Jul-13,27,3154867,Watches & Accessories,Watches,FlagmanPeak,AK Anne Klein,"""Anne Klein Women's 109069MPTT Diamond Accented Round Two-Tone """"X"""" Shaped Bangle Watch """,2724275077137,1,20,401,320.8
10-Jul-13,28,3180819,Watches & Accessories,Watches,FlagmanPeak,AK Anne Klein,"""Anne Klein Women's 109168IVBN Gold-Tone Round Brown Leather Strap Watch """,2724275161911,1,20,196,156.8
28-Jul-13,31,3284633,Watches & Accessories,Watches,FlagmanPeak,AK Anne Klein,"""Anne Klein Women's 109168IVBN Gold-Tone Round Brown Leather Strap Watch """,2724275161911,1,20,196,156.8
04-Jul-13,27,3149806,Watches & Accessories,Watches,FlagmanPeak,AK Anne Klein,"""Anne Klein Women's 109416BKBK Swarovski Crystal Accented Gold-Tone Black Ceramic Watch """,2724275059096,1,20,492,393.6
15-Jul-13,29,3209792,Watches & Accessories,Watches,absholding,Casio,"""Casio Men's A178WA-1A Illuminator Bracelet Digital Watch """,2724275029525,2,20,190,152
03-Jul-13,27,3143624,Watches & Accessories,Watches,FlagmanPeak,Casio,"""Casio Men's DB37H-1AV Multilingual Databank Black Resin Strap Watch """,2724275063468,1,20,112,89.6
06-Jul-13,27,3162793,Watches & Accessories,Watches,FlagmanPeak,Casio,"""Casio Men's W89HB-5AV Illuminator Sport Nylon Strap Watch """,2724275059904,1,20,114,91.2
08-Jul-13,28,3171052,Watches & Accessories,Watches,FlagmanPeak,Casio,"""Casio Men's W89HB-5AV Illuminator Sport Nylon Strap Watch """,2724275059904,1,20,114,91.2
01-Jul-13,27,3132041,Watches & Accessories,Watches,shabs152,Casio,"""Casio Women's LQ139E-1A Classic Round Analog Watch """,2724275061068,1,20,59,47.2
01-Jul-13,27,3133153,Watches & Accessories,Watches,shabs152,Casio,"""Casio Women's LQ139E-1A Classic Round Analog Watch """,2724275061068,1,20,59,47.2
13-Jul-13,28,3197512,Watches & Accessories,Watches,shabs152,Casio,"""Casio Women's LQ139E-1A Classic Round Analog Watch """,2724275061068,1,20,59,47.2
13-Jul-13,28,3198457,Watches & Accessories,Watches,shabs152,Casio,"""Casio Women's LQ139E-1A Classic Round Analog Watch """,2724275061068,1,20,59,47.2
15-Jul-13,29,3212508,Watches & Accessories,Watches,shabs152,Casio,"""Casio Women's LQ139E-1A Classic Round Analog Watch """,2724275061068,1,20,59,47.2
30-Jul-13,31,3298699,Watches & Accessories,Watches,max-store,Casio,"""Casio Women's LQ139E-1A Classic Round Analog Watch """,2724275061068,1,20,59,47.2
04-Jul-13,27,3150577,Watches & Accessories,Watches,gpt1604,Casio,"""Casio Women's LRW200H-1BVCF Dive Series Diver Look Analog Watch """,2724275032396,1,20,75,60
06-Jul-13,27,3158931,Watches & Accessories,Watches,max-store,Casio,"""Casio Women's LRW200H-1BVCF Dive Series Diver Look Analog Watch """,2724275032396,1,20,85,68
17-Jul-13,29,3220578,Watches & Accessories,Watches,absholding,Casio,"""Casio Women's LRW200H-1BVCF Dive Series Diver Look Analog Watch """,2724275032396,1,20,83,66.4
28-Jul-13,31,3287887,Watches & Accessories,Watches,absholding,Casio,"""Casio Women's LRW200H-1BVCF Dive Series Diver Look Analog Watch """,2724275032396,1,20,76,60.8
30-Jul-13,31,3302554,Watches & Accessories,Watches,absholding,Casio,"""Casio Women's LRW200H-1BVCF Dive Series Diver Look Analog Watch """,2724275032396,1,20,75,60
02-Jul-13,27,3138340,Watches & Accessories,Watches,max-store,Casio,"""Casio Women's LRW200H-7BVCF Dive Series Diver Look Analog Watch """,2724275016372,1,20,124,99.2
03-Jul-13,27,3142727,Watches & Accessories,Watches,max-store,Casio,"""Casio Women's LRW200H-7BVCF Dive Series Diver Look Analog Watch """,2724275016372,1,20,124,99.2
03-Jul-13,27,3147027,Watches & Accessories,Watches,max-store,Casio,"""Casio Women's LRW200H-7BVCF Dive Series Diver Look Analog Watch """,2724275016372,1,20,124,99.2
06-Jul-13,27,3161948,Watches & Accessories,Watches,max-store,Casio,"""Casio Women's LRW200H-7BVCF Dive Series Diver Look Analog Watch """,2724275016372,1,20,124,99.2
07-Jul-13,28,3164353,Watches & Accessories,Watches,FlagmanPeak,Casio,"""Casio Women's LRW200H-7BVCF Dive Series Diver Look Analog Watch """,2724275016372,1,20,124,99.2
10-Jul-13,28,3185284,Watches & Accessories,Watches,absholding,Casio,"""Casio Women's LRW200H-7BVCF Dive Series Diver Look Analog Watch """,2724275016372,1,20,124,99.2
25-Jul-13,30,3268185,Watches & Accessories,Watches,absholding,Casio,"""Casio Women's LRW200H-7BVCF Dive Series Diver Look Analog Watch """,2724275016372,1,20,103,82.4
26-Jul-13,30,3274454,Watches & Accessories,Watches,absholding,Casio,"""Casio Women's LRW200H-7BVCF Dive Series Diver Look Analog Watch """,2724275016372,1,20,102,81.6
27-Jul-13,30,3282283,Watches & Accessories,Watches,absholding,Casio,"""Casio Women's LRW200H-7BVCF Dive Series Diver Look Analog Watch """,2724275016372,1,20,100,80
29-Jul-13,31,3293375,Watches & Accessories,Watches,max-store,Casio,"""Casio Women's LRW200H-7BVCF Dive Series Diver Look Analog Watch """,2724275016372,1,20,100,80
30-Jul-13,31,3302369,Watches & Accessories,Watches,absholding,Casio,"""Casio Women's LRW200H-7BVCF Dive Series Diver Look Analog Watch """,2724275016372,1,20,90,72
30-Jul-13,31,3302554,Watches & Accessories,Watches,absholding,Casio,"""Casio Women's LRW200H-7BVCF Dive Series Diver Look Analog Watch """,2724275016372,2,20,179,143.2
07-Jul-13,28,3166971,Watches & Accessories,Watches,gpt1604,Casio,"""Casio Women's LRW200H-7E2VCF Dive Series Diver Look Analog Watch """,2724275018796,1,20,110,88
09-Jul-13,28,3176761,Watches & Accessories,Watches,gpt1604,Casio,"""Casio Women's LRW200H-7E2VCF Dive Series Diver Look Analog Watch """,2724275018796,1,20,110,88
09-Jul-13,28,3179534,Watches & Accessories,Watches,gpt1604,Casio,"""Casio Women's LRW200H-7E2VCF Dive Series Diver Look Analog Watch """,2724275018796,1,20,110,88
10-Jul-13,28,3183747,Watches & Accessories,Watches,gpt1604,Casio,"""Casio Women's LRW200H-7E2VCF Dive Series Diver Look Analog Watch """,2724275018796,1,20,110,88
16-Jul-13,29,3216944,Watches & Accessories,Watches,max-store,Casio,"""Casio Women's LRW200H-7E2VCF Dive Series Diver Look Analog Watch """,2724275018796,1,20,110,88
16-Jul-13,29,3217693,Watches & Accessories,Watches,max-store,Casio,"""Casio Women's LRW200H-7E2VCF Dive Series Diver Look Analog Watch """,2724275018796,1,20,110,88
18-Jul-13,29,3227411,Watches & Accessories,Watches,max-store,Casio,"""Casio Women's LRW200H-7E2VCF Dive Series Diver Look Analog Watch """,2724275018796,1,20,110,88
19-Jul-13,29,3234082,Watches & Accessories,Watches,max-store,Casio,"""Casio Women's LRW200H-7E2VCF Dive Series Diver Look Analog Watch """,2724275018796,1,20,110,88
24-Jul-13,30,3263606,Watches & Accessories,Watches,max-store,Casio,"""Casio Women's LRW200H-7E2VCF Dive Series Diver Look Analog Watch """,2724275018796,1,20,108,86.4
26-Jul-13,30,3274454,Watches & Accessories,Watches,gpt1604,Casio,"""Casio Women's LRW200H-7E2VCF Dive Series Diver Look Analog Watch """,2724275018796,1,20,107,85.6
27-Jul-13,30,3279693,Watches & Accessories,Watches,max-store,Casio,"""Casio Women's LRW200H-7E2VCF Dive Series Diver Look Analog Watch """,2724275018796,1,20,107,85.6
27-Jul-13,30,3280515,Watches & Accessories,Watches,max-store,Casio,"""Casio Women's LRW200H-7E2VCF Dive Series Diver Look Analog Watch """,2724275018796,1,20,107,85.6
09-Jul-13,28,3180087,Watches & Accessories,Watches,FlagmanPeak,Casio,"""Casio Women's Runners Watch """,2724275022861,1,20,131,104.8
03-Jul-13,27,3146305,Watches & Accessories,Watches,FlagmanPeak,Casio,"""Casio Women's STR300-1C Runner Eco Friendly Digital Watch """,2724275016709,1,20,131,104.8
31-Jul-13,31,3313349,Watches & Accessories,Watches,FlagmanPeak,Disney,"""Disney Kids' MIN061 Classic Analog Watch """,2724274155645,1,20,123,98.4
01-Jul-13,27,3132586,Watches & Accessories,Watches,FlagmanPeak,Disney,"""Disney Kids' MIN189 Classic Analog Watch """,2724274145240,1,20,109,87.2
11-Jul-13,28,3187161,Watches & Accessories,Watches,FlagmanPeak,Disney By Ingersoll,"""Disney Kids' MK1080 Mickey Mouse Black Rubber Strap Watch",2724274160960,1,20,112,89.6
17-Jul-13,29,3222227,Watches & Accessories,Watches,FlagmanPeak,Disney,"""Disney Kids' MMCH014B Mickey Mouse Clubhouse gift backpack set Watch """,2724274144908,1,20,123,98.4
01-Jul-13,27,3130146,Watches & Accessories,Watches,FlagmanPeak,Disney,"""Disney MCK545 Women's Mickey Mouse Two Tone White Dial Quartz Watch """,2724274155089,1,20,105,84
07-Jul-13,28,3168516,Watches & Accessories,Watches,FlagmanPeak,Disney,"""Disney Minnie Mouse Ladies Pink Dial Black Leather Band Watch MCK362 """,2724274135555,1,20,101,80.8
17-Jul-13,29,3224997,Watches & Accessories,Watches,FlagmanPeak,Disney,"""Disney Minnie Mouse Ladies Pink Dial Black Leather Band Watch MCK362 """,2724274135555,1,20,101,80.8
31-Jul-13,31,3308247,Watches & Accessories,Watches,FlagmanPeak,Disney,"""High School Musical Kids' HSM107 Crystal Accented Watch """,2724274148067,2,20,172,137.6
28-Jul-13,31,3284149,Bags & Shoes,Handbags,llikes.me,Lady Likes,"""No More Shuffling"" Bag Organizer",2724270988162,1,20,29,23.2
29-Jul-13,31,3292444,Bags & Shoes,Handbags,llikes.me,Lady Likes,"""No More Shuffling"" Bag Organizer",2724270988162,1,20,29,23.2
30-Jul-13,31,3304206,Bags & Shoes,Handbags,llikes.me,Lady Likes,"""No More Shuffling"" Bag Organizer",2724270988162,1,20,29,23.2
25-Jul-13,30,3270648,Bags & Shoes,Handbags,llikes.me,Lady Likes,"""No More Shuffling"" Bag Organizers",2724270988094,1,20,29,23.2
09-Jul-13,28,3175210,Bags & Shoes,Shoes,shoeshop,Polo Ralph Lauren,"""Polo Ralph Lauren Men's Cantor Low II Sneaker """,2724276201272,1,20,249,199.2
26-Jul-13,30,3273300,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex Kids' T89001 Watch """,2724274130659,1,20,140,112
25-Jul-13,30,3267901,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex Mens Black & White Textured Dial Rose Tone Stainless Steel Case Day Retrograde Brown Leather Watch T2N114 """,2724274849957,1,20,321,256.8
04-Jul-13,27,3150787,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex Mens Classics Series White Dial Gold Tone Stainless Steel Bracelet Watch T2N670 """,2724274842651,1,20,429,343.2
18-Jul-13,29,3226874,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex Men's T2M933 Elevated Classics Dress Silver-Tone Expansion Band Watch """,2724274053194,1,20,268,214.4
23-Jul-13,30,3258485,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex Men's T2N2129J Fashion Digitals Premium Brown Watch """,2724274742159,1,20,38,30.4
25-Jul-13,30,3269332,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex Men's T2N2129J Fashion Digitals Premium Brown Watch """,2724274742159,1,20,38,30.4
30-Jul-13,31,3298552,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex Men's T2N2619J Fashion Digitals Premium Black Watch """,2724274742593,1,20,38,30.4
26-Jul-13,30,3276494,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex Men's T2N958 Intelligent Quartz Adventure Series Depth Gauge Yellow Resin Strap Watch """,2724274097495,1,20,988,790.4
25-Jul-13,30,3270284,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex Premium Originals Chronograph Black Dial Unisex Watch T2N826 """,2724274734994,1,20,457,365.6
28-Jul-13,31,3288822,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex T2N290 Mens Sl Series Automatic Calendar Brown Watch """,2724274128878,1,20,564,451.2
08-Jul-13,28,3170487,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex Unisex STYLE Watch T2N368 """,2724274738374,1,20,196,156.8
25-Jul-13,30,3268314,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex Unisex STYLE Watch T2N368 """,2724274738374,1,20,196,156.8
04-Jul-13,27,3148667,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex Women's Classics watch #T2M713 """,2724274808244,1,20,434,347.2
10-Jul-13,28,3182518,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex Women's Classics watch #T2M713 """,2724274808244,1,20,434,347.2
04-Jul-13,27,3151632,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex Women's Fashion Leather watch #T2J751 """,2724274839033,1,20,265,212
10-Jul-13,28,3180819,Watches & Accessories,Watches,FlagmanPeak,Timex,"""Timex Women's T2N903 Weekender Green Leather Strap Watch """,2724274039129,1,20,267,213.6
10-Jul-13,28,3183193,Watches & Accessories,Watches,FlagmanPeak,Tommy Hilfiger,"""Tommy Hilfiger 1790855 Sport Blue Silicon Watch """,2724275577040,1,20,409,327.2
12-Jul-13,28,3195522,Watches & Accessories,Watches,FlagmanPeak,Tommy Hilfiger,"""Tommy Hilfiger 1790896 sky winder black dial black leather strap men watch NEW """,2724275580972,1,20,568,454.4
28-Jul-13,31,3288935,Watches & Accessories,Watches,FlagmanPeak,TOMMY HILFIGER,"""Tommy Hilfiger Andre Embossed Leather Beige Dial Men's watch #1710282 """,2724275580576,1,20,473,378.4
26-Jul-13,30,3276188,Watches & Accessories,Watches,FlagmanPeak,TOMMY HILFIGER,"""Tommy Hilfiger Men's 1710296 Classic Stainless Steel Black Sub dial Watch """,2724275577132,1,20,421,336.8
12-Jul-13,28,3195658,Watches & Accessories,Watches,FlagmanPeak,Tommy Hilfiger,"""Tommy Hilfiger Men's 1710318 Classic Tank Roman Numeral Enamel Dial Watch """,2724275577224,1,20,345,276
13-Jul-13,28,3199218,Watches & Accessories,Watches,FlagmanPeak,Tommy Hilfiger,"""Tommy Hilfiger Men's 1710318 Classic Tank Roman Numeral Enamel Dial Watch """,2724275577224,1,20,345,276
29-Jul-13,31,3290993,Watches & Accessories,Watches,FlagmanPeak,TOMMY HILFIGER,"""Tommy Hilfiger Men's 1790624 Sport Leather Strap Watch """,2724275580934,1,20,324,259.2
04-Jul-13,27,3148324,Watches & Accessories,Watches,FlagmanPeak,Tommy Hilfiger,"""Tommy Hilfiger Men's 1790702 Rose Gold Plated Rectangular Case Sport Watch """,2724275580460,1,20,550,440
23-Jul-13,30,3260094,Watches & Accessories,Watches,FlagmanPeak,tommy hilfiger,"""Tommy Hilfiger Men's 1790857 Yellow Dial Black Silicone Strap Watch """,2724275388905,1,20,320,256
29-Jul-13,31,3296944,Watches & Accessories,Watches,FlagmanPeak,TOMMY HILFIGER,"""Tommy Hilfiger Men's 1790861 Sport Bezel and Silicon Strap Watch """,2724275578177,1,20,376,300.8
13-Jul-13,28,3196742,Watches & Accessories,Watches,FlagmanPeak,Tommy Hilfiger,"""Tommy Hilfiger Men's 1790862 Sport Bezel and Silicon Strap Watch """,2724275577262,1,20,376,300.8
20-Jul-13,29,3238565,Watches & Accessories,Watches,FlagmanPeak,Tommy Hilfiger,"""Tommy Hilfiger Men's 1790870 Sport Black Ion-Plated Black Bezel Multi-Function Bracelet Watch """,2724275577323,1,20,749,599.2
29-Jul-13,31,3295206,Watches & Accessories,Watches,FlagmanPeak,TOMMY HILFIGER,"""Tommy Hilfiger Men's 1790876 Sport Luxury Multi-Function Blue Dial Stainless Steel Bracelet Watch """,2724275577309,1,20,507,405.6
20-Jul-13,29,3239692,Watches & Accessories,Watches,FlagmanPeak,Tommy Hilfiger,"""Tommy Hilfiger Men's 1790885 Sport Stainless Steel Bezel Blue Silicon Strap Watch """,2724275577545,1,20,416,332.8
22-Jul-13,30,3253488,Watches & Accessories,Watches,FlagmanPeak,tommy hilfiger,"""Tommy Hilfiger Men's 1790885 Sport Stainless Steel Bezel Blue Silicon Strap Watch """,2724275577545,1,20,416,332.8
17-Jul-13,29,3224731,Watches & Accessories,Watches,FlagmanPeak,Tommy Hilfiger,"""Tommy Hilfiger Men's 1790903 Casual Sport Stainless Steel Blue Dial Multi-Eye Watch """,2724275577781,1,20,537,429.6
12-Jul-13,28,3192830,Watches & Accessories,Watches,FlagmanPeak,Tommy Hilfiger,"""Tommy Hilfiger Stainless Steel Mens Watch 1790753 """,2724275578368,1,20,392,313.6
19-Jul-13,29,3232819,Watches & Accessories,Watches,FlagmanPeak,Tommy Hilfiger,"""Tommy Hilfiger Stainless Steel Men's Watch 1790891 """,2724275579105,1,20,485,388
17-Jul-13,29,3219963,Watches & Accessories,Watches,FlagmanPeak,Tommy Hilfiger,"""Tommy Hilfiger Women's 1780565 Red and Navy Reversible Watch """,2724275582839,1,20,433,346.4
04-Jul-13,27,3152844,Watches & Accessories,Watches,FlagmanPeak,Tommy Hilfiger,"""Tommy Hilfiger Women's 1781230 Sport Bracelet White Bezel Watch """,2724275582860,1,20,457,365.6
01-Jul-13,27,3135221,Watches & Accessories,Watches,FlagmanPeak,Tommy Hilfiger,"""Tommy Hilfiger Women's 1781258 Sport Red Silicon Stainless Steel Watch """,2724275582730,1,20,343,274.4
24-Jul-13,30,3262588,Watches & Accessories,Watches,FlagmanPeak,tommy hilfiger,"""Tommy Hilfiger Women's 1781259 Sport Stainless Steel Bracelet Watch """,2724275582983,1,20,372,297.6
25-Jul-13,30,3267522,Watches & Accessories,Watches,FlagmanPeak,TOMMY HILFIGER,"""Tommy Hilfiger Women's 1781259 Sport Stainless Steel Bracelet Watch """,2724275582983,1,20,372,297.6
10-Jul-13,28,3181236,Watches & Accessories,Watches,FlagmanPeak,Tommy Hilfiger,"""Tommy Hilfiger Women's 1781279 Casual Sport Rose-Gold 3-Hand Watch """,2724275584628,1,20,457,365.6
05-Jul-13,27,3155784,Watches & Accessories,Watches,FlagmanPeak,XOXO,"""XOXO Women's XO5438 Tortoise Analog Bracelet with Tortoise Bezel Watch """,2724275128679,1,20,210,168
09-Jul-13,28,3175393,Watches & Accessories,Watches,FlagmanPeak,XOXO,"""XOXO Women's XO8041 Rhinestone Accent Black Silicone Strap Watch """,2724275124725,1,20,210,168
03-Jul-13,27,3147827,Watches & Accessories,Watches,Cme0806,LED watch,(Black) Fashion design touch screen red LED light sport watch,2724275693894,1,20,18,14.4
04-Jul-13,27,3148579,Watches & Accessories,Watches,Cme0806,LED watch,(Black) Fashion design touch screen red LED light sport watch,2724275693894,1,20,18,14.4
10-Jul-13,28,3182654,Watches & Accessories,Watches,bolice,LED watch,(Black) Fashion design touch screen red LED light sport watch,2724275693894,2,20,57,45.6
11-Jul-13,28,3189112,Watches & Accessories,Watches,bolice,LED watch,(Black) Fashion design touch screen red LED light sport watch,2724275693894,8,20,228,182.4
12-Jul-13,28,3192281,Watches & Accessories,Watches,bolice,LED watch,(Black) Fashion design touch screen red LED light sport watch,2724275693894,1,20,29,23.2
15-Jul-13,29,3210990,Watches & Accessories,Watches,bolice,LED watch,(Black) Fashion design touch screen red LED light sport watch,2724275693894,1,20,29,23.2
16-Jul-13,29,3215027,Watches & Accessories,Watches,bolice,LED watch,(Black) Fashion design touch screen red LED light sport watch,2724275693894,1,20,29,23.2
18-Jul-13,29,3230513,Watches & Accessories,Watches,bolice,LED watch,(Black) Fashion design touch screen red LED light sport watch,2724275693894,1,20,29,23.2
21-Jul-13,30,3242132,Watches & Accessories,Watches,bolice,LED watch,(Black) Fashion design touch screen red LED light sport watch,2724275693894,2,20,57,45.6
22-Jul-13,30,3252385,Watches & Accessories,Watches,bolice,LED watch,(Black) Fashion design touch screen red LED light sport watch,2724275693894,1,20,29,23.2
24-Jul-13,30,3260798,Watches & Accessories,Watches,bolice,LED watch,(Black) Fashion design touch screen red LED light sport watch,2724275693894,1,20,26,20.8
24-Jul-13,30,3264413,Watches & Accessories,Watches,bolice,LED watch,(Black) Fashion design touch screen red LED light sport watch,2724275693894,1,20,26,20.8
27-Jul-13,30,3279278,Watches & Accessories,Watches,bolice,LED watch,(Black) Fashion design touch screen red LED light sport watch,2724275693894,1,20,26,20.8
27-Jul-13,30,3281096,Watches & Accessories,Watches,bolice,LED watch,(Black) Fashion design touch screen red LED light sport watch,2724275693894,2,20,52,41.6
30-Jul-13,31,3302779,Watches & Accessories,Watches,bolice,LED WATCH,(Black) Fashion design touch screen red LED light sport watch,2724275693894,1,20,26,20.8
03-Jul-13,27,3147282,Watches & Accessories,Watches,Cme0806,LED watch,(Black)Fashion design Red Led light watch Bracelet watch men watch,2724275736942,1,20,49,39.2
08-Jul-13,28,3173506,Watches & Accessories,Watches,Cme0806,LED watch,(Black)Fashion design Red Led light watch Bracelet watch men watch,2724275736942,1,20,49,39.2
14-Jul-13,29,3205185,Watches & Accessories,Watches,Cme0806,LED watch,(Black)Fashion design Red Led light watch Bracelet watch men watch,2724275736942,1,20,49,39.2
20-Jul-13,29,3236367,Watches & Accessories,Watches,Cme0806,LED watch,(Black)Fashion design Red Led light watch Bracelet watch men watch,2724275736942,2,20,98,78.4
20-Jul-13,29,3238665,Watches & Accessories,Watches,Cme0806,LED watch,(Black)Fashion design Red Led light watch Bracelet watch men watch,2724275736942,1,20,49,39.2
20-Jul-13,29,3239213,Watches & Accessories,Watches,Cme0806,LED watch,(Black)Fashion design Red Led light watch Bracelet watch men watch,2724275736942,1,20,49,39.2
24-Jul-13,30,3265183,Watches & Accessories,Watches,Cme0806,LED watch,(Black)Fashion design Red Led light watch Bracelet watch men watch,2724275736942,1,20,49,39.2
30-Jul-13,31,3298340,Watches & Accessories,Watches,Cme0806,LED WATCH,(Black)Fashion design Red Led light watch Bracelet watch men watch,2724275736942,1,20,49,39.2
05-Jul-13,27,3156259,Bags & Shoes,Handbags,Lokloki,Osanjaber,"(Gray)Makeup / MP3 Phone Storage Organizer Multi Bag Purse Hop Bag Handbag Insert, Bag in Bag",2724267290612,2,20,84,67.2
07-Jul-13,28,3164148,Bags & Shoes,Handbags,Lokloki,Osanjaber,"(Gray)Makeup / MP3 Phone Storage Organizer Multi Bag Purse Hop Bag Handbag Insert, Bag in Bag",2724267290612,1,20,42,33.6
22-Jul-13,30,3253105,Bags & Shoes,Handbags,Lokloki,Osanjaber,"(Gray)Makeup / MP3 Phone Storage Organizer Multi Bag Purse Hop Bag Handbag Insert, Bag in Bag",2724267290612,1,20,34,27.2
22-Jul-13,30,3252619,Bags & Shoes,Handbags,Lokloki,Osanjaber,"(maroon)Makeup / MP3 Phone Storage Organizer Multi Bag Purse Hop Bag Handbag Insert, Bag in Bag",2724267290636,1,20,35,28
11-Jul-13,28,3187931,Health & Beauty,Perfumes & Fragrances,DJperfumes,Davidoff,** COMBO ** DAVIDOFF COOLWATER FOR MEN 125ML & WOMEN 100ML Original ** TESTER ** From DJ Perfumes ****** COMBO DEAL *******,2724265566542,1,20,173,138.4
27-Jul-13,30,3281160,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[6110-BLACK] Perfect For Desert Camping - Dual Sim - 2 Month Standby Battery Strong Signal Detection Multimedia [ Ù„Ù„Ø¨Ø± Ø¨Ø·Ø§Ù‚ØªÙŠÙ† Ø¨Ø·Ø§Ø±ÙŠØ© Ø´Ù‡Ø±ÙŠÙ† Ø§Ø±Ø³Ø§Ù„ Ù‚ÙˆÙŠ ØµÙˆØª Ø¹Ø§Ù„ÙŠ],2724270846240,1,10,130,117
03-Jul-13,27,3144069,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[A888-SILVER] 1.5 Inch Touch Screen Watch Mobile Phone,2724275911493,1,10,279,251.1
07-Jul-13,28,3163394,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[A888-SILVER] 1.5 Inch Touch Screen Watch Mobile Phone,2724275911493,1,10,279,251.1
11-Jul-13,28,3190739,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[A888-SILVER] 1.5 Inch Touch Screen Watch Mobile Phone,2724275911493,1,10,279,251.1
13-Jul-13,28,3200251,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[A888-SILVER] 1.5 Inch Touch Screen Watch Mobile Phone,2724275911493,1,10,279,251.1
16-Jul-13,29,3214294,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[A888-SILVER] 1.5 Inch Touch Screen Watch Mobile Phone,2724275911493,1,10,279,251.1
17-Jul-13,29,3221224,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[A888-SILVER] 1.5 Inch Touch Screen Watch Mobile Phone,2724275911493,1,10,279,251.1
22-Jul-13,30,3251944,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[A888-SILVER] 1.5 Inch Touch Screen Watch Mobile Phone,2724275911493,1,10,279,251.1
17-Jul-13,29,3224315,Mobiles & Accessories,Mobile Phones,ckuioo,WORLDMOBILE,[Credit Card Sized] Genuine Extremely Slim Card Phone Transparent Black,2724274508847,1,10,399,359.1
31-Jul-13,31,3312122,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[F3-RED] Touch Screen Watch Cell Phone Quad Band,2724276911256,1,10,249,224.1
10-Jul-13,28,3183483,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[F8-BLACK] MiNi Mobile Phone Slide Mobile Camera Dual SIM,2724276476373,1,10,185,166.5
23-Jul-13,30,3257951,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[F8-BLACK] MiNi Mobile Phone Slide Mobile Camera Dual SIM,2724276476373,1,10,185,166.5
21-Jul-13,30,3243697,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[F8-BLUE] MiNi Mobile Phone Slide Mobile Camera Dual SIM,2724276476816,1,10,185,166.5
30-Jul-13,31,3300093,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[F8-RED] MiNi Mobile Phone Slide Mobile Camera Dual SIM,2724277973352,3,10,555,499.5
08-Jul-13,28,3170381,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[F8-WHITE] MiNi Mobile Phone Slide Mobile Camera Dual SIM,2724276476519,1,10,185,166.5
31-Jul-13,31,3313436,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[F8-WHITE] MiNi Mobile Phone Slide Mobile Camera Dual SIM,2724276476519,1,10,185,166.5
16-Jul-13,29,3216058,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[G8-BROWN] Luxury Design Mini Flip Mobile,2724275816408,1,10,199,179.1
19-Jul-13,29,3232187,Mobiles & Accessories,Mobile Phones,storebestseller,WORLDMOBILE,[GD930-BLACK] Sports Watch Mobile Phone,2724276486808,1,10,299,269.1
